Category	Variants	Gene
Splice-altering	1	PES1
Splice-altering	1	PEX1
Splice-altering	1	PEX13
Splice-altering	1	PEX16
Splice-altering	1	PEX3
Splice-altering	1	PEX7
Splice-altering	1	PFDN1
Splice-altering	1	PFDN4
Splice-altering	1	PFKFB2
Splice-altering	1	PFKFB4
Splice-altering	1	PGAM5
Splice-altering	1	PGAP3
Splice-altering	1	PGD
Splice-altering	1	PGF
Splice-altering	1	PGK1
Splice-altering	1	PHF1
Splice-altering	1	PHF12
Splice-altering	1	PHF20
Splice-altering	1	PHF5A
Splice-altering	1	PHF6
Splice-altering	1	PHF8
Splice-altering	1	PHLDB3
Splice-altering	1	PHTF2
Splice-altering	1	PHYHD1
Splice-altering	1	PHYKPL
Splice-altering	1	PI4K2B
Splice-altering	1	PI4KAP1
Splice-altering	1	PI4KB
Splice-altering	1	PIAS1
Splice-altering	1	PICK1
Splice-altering	1	PIERCE1
Splice-altering	1	PIEZO1
Splice-altering	1	PIGB
Splice-altering	1	PIGHP1
Splice-altering	1	PIGO
Splice-altering	1	PIGP
Splice-altering	1	PIGQ
Splice-altering	1	PIGR
Splice-altering	1	PIGS
Splice-altering	1	PIGU
Splice-altering	1	PIK3CB
Splice-altering	1	PIK3R4
Splice-altering	1	PIM1
Splice-altering	1	PIN1
Splice-altering	1	PINK1
Splice-altering	1	PIP4K2B
Splice-altering	1	PIPOX
Splice-altering	1	PIR
Splice-altering	1	PISD
Splice-altering	1	PITPNB
Splice-altering	1	PITPNM3
Splice-altering	1	PIWIL1
Splice-altering	1	PKD1
Splice-altering	1	PKD1P6-NPIPP1
Splice-altering	1	PKHD1
Splice-altering	1	PKIG
Splice-altering	1	PKNOX1
Splice-altering	1	PLA2G10DP
Splice-altering	1	PLA2G4F
Splice-altering	1	PLA2G5
Splice-altering	1	PLA2R1
Splice-altering	1	PLAAT1
Splice-altering	1	PLAAT4
Splice-altering	1	PLAUR
Splice-altering	1	PLCG1
Splice-altering	1	PLCG2
Splice-altering	1	PLCH1
Splice-altering	1	PLCXD1
Splice-altering	1	PLD2
Splice-altering	1	PLD3
Splice-altering	1	PLEKHB1
Splice-altering	1	PLEKHG1
Splice-altering	1	PLEKHG4
Splice-altering	1	PLEKHG4B
Splice-altering	1	PLEKHH1
Splice-altering	1	PLEKHM1
Splice-altering	1	PLG
Splice-altering	1	PLK1
Splice-altering	1	PLOD2
Splice-altering	1	PLPBP
Splice-altering	1	PLS1
Splice-altering	1	PLSCR3
Splice-altering	1	PLXNA1
Splice-altering	1	PLXNB3
Splice-altering	1	PLXND1
Splice-altering	1	PMEL
Splice-altering	1	PNISR
Splice-altering	1	PNO1
Splice-altering	1	PNP
Splice-altering	1	PNPLA1
Splice-altering	1	PNPLA2
Splice-altering	1	PNPLA7
Splice-altering	1	PODXL2
Splice-altering	1	POGLUT1
Splice-altering	1	POLA1
Splice-altering	1	POLA2
Splice-altering	1	POLB
Splice-altering	1	POLD4
Splice-altering	1	POLDIP2
Splice-altering	1	POLDIP3
Splice-altering	1	POLE4
Splice-altering	1	POLH
Splice-altering	1	POLL
Splice-altering	1	POLR1D
Splice-altering	1	POLR1E
Splice-altering	1	POLR2C
Splice-altering	1	POLR2E
Splice-altering	1	POLR2F
Splice-altering	1	POLR2I
Splice-altering	1	POLR2J4
Splice-altering	1	POLR2K
Splice-altering	1	POLR3G
Splice-altering	1	POLR3H
Splice-altering	1	POLRMT
Splice-altering	1	POM121
Splice-altering	1	POM121C
Splice-altering	1	POMGNT2
Splice-altering	1	POMP
Splice-altering	1	POMT1
Splice-altering	1	POMT2
Splice-altering	1	POR
Splice-altering	1	PORCN
Splice-altering	1	POSTN
Splice-altering	1	POT1
Splice-altering	1	POU2F1
Splice-altering	1	POU5F1P3
Splice-altering	1	POU6F2
Splice-altering	1	PPA1
Splice-altering	1	PPARD
Splice-altering	1	PPAT
Splice-altering	1	PPCS
Splice-altering	1	PPFIBP1
Splice-altering	1	PPHLN1
Splice-altering	1	PPIB
Splice-altering	1	PPIH
Splice-altering	1	PPIL2
Splice-altering	1	PPIL4
Splice-altering	1	PPIP5K2
Splice-altering	1	PPM1A
Splice-altering	1	PPM1M
Splice-altering	1	PPME1
Splice-altering	1	PPP1CB
Splice-altering	1	PPP1CC
Splice-altering	1	PPP1R11
Splice-altering	1	PPP1R12B
Splice-altering	1	PPP1R14A
Splice-altering	1	PPP1R21
Splice-altering	1	PPP1R32
Splice-altering	1	PPP2R2A
Splice-altering	1	PPP2R2B
Splice-altering	1	PPP2R3C
Splice-altering	1	PPP2R5B
Splice-altering	1	PPP2R5C
Splice-altering	1	PPP4C
Splice-altering	1	PPP4R2
Splice-altering	1	PPP4R4
Splice-altering	1	PPP5C
Splice-altering	1	PPP6R2
Splice-altering	1	PQBP1
Splice-altering	1	PRC1
Splice-altering	1	PRCC
Splice-altering	1	PRCD
Splice-altering	1	PRDM4
Splice-altering	1	PRELID3A
Splice-altering	1	PREX1
Splice-altering	1	PRICKLE4
Splice-altering	1	PRIM1
Splice-altering	1	PRIMA1
Splice-altering	1	PRKAA1
Splice-altering	1	PRKACA
Splice-altering	1	PRKACB
Splice-altering	1	PRKAR1A
Splice-altering	1	PRKCB
Splice-altering	1	PRKD1
Splice-altering	1	PRKD3
Splice-altering	1	PRKG1
Splice-altering	1	PRKG2
Splice-altering	1	PRKRA
Splice-altering	1	PRMT2
Splice-altering	1	PROSER1
Splice-altering	1	PROSER3
Splice-altering	1	PRPF18
Splice-altering	1	PRPF4
Splice-altering	1	PRR12
Splice-altering	1	PRR5
Splice-altering	1	PRUNE1
Splice-altering	1	PRXL2A
Splice-altering	1	PRXL2B
Splice-altering	1	PRXL2C
Splice-altering	1	PSAT1
Splice-altering	1	PSD4
Splice-altering	1	PSG4
Splice-altering	1	PSMA1
Splice-altering	1	PSMA2
Splice-altering	1	PSMA3
Splice-altering	1	PSMB3
Splice-altering	1	PSMB4
Splice-altering	1	PSMB6
Splice-altering	1	PSMB8
Splice-altering	1	PSMC2
Splice-altering	1	PSMD13
Splice-altering	1	PSMD14
Splice-altering	1	PSMD3
Splice-altering	1	PSMD4
Splice-altering	1	PSME3
Splice-altering	1	PSME3IP1
Splice-altering	1	PSMG1
Splice-altering	1	PSPC1
Splice-altering	1	PSRC1
Splice-altering	1	PTCD1
Splice-altering	1	PTDSS1
Splice-altering	1	PTGDS
Splice-altering	1	PTGES3L-AARSD1
Splice-altering	1	PTGS1
Splice-altering	1	PTGS2
Splice-altering	1	PTH2R
Splice-altering	1	PTP4A2
Splice-altering	1	PTPN1
Splice-altering	1	PTPN11
Splice-altering	1	PTPN14
Splice-altering	1	PTPN18
Splice-altering	1	PTPN2
Splice-altering	1	PTPN23
Splice-altering	1	PTPRA
Splice-altering	1	PTPRE
Splice-altering	1	PTPRG
Splice-altering	1	PTPRH
Splice-altering	1	PTPRN
Splice-altering	1	PTPRR
Splice-altering	1	PTPRS
Splice-altering	1	PTS
Splice-altering	1	PTTG1IP
Splice-altering	1	PUS7
Splice-altering	1	PWWP3A
Splice-altering	1	PXK
Splice-altering	1	PXMP2
Splice-altering	1	PYM1
Splice-altering	1	PZP
Splice-altering	1	QRSL1
Splice-altering	1	QSER1
Splice-altering	1	QSOX1
Splice-altering	1	R3HDM1
Splice-altering	1	RAB11FIP3
Splice-altering	1	RAB1A
Splice-altering	1	RAB1B
Splice-altering	1	RAB24
Splice-altering	1	RAB27A
Splice-altering	1	RAB28
Splice-altering	1	RAB2A
Splice-altering	1	RAB31
Splice-altering	1	RAB36
Splice-altering	1	RAB4A
Splice-altering	1	RAB5A
Splice-altering	1	RAB6B
Splice-altering	1	RAB7A
Splice-altering	1	RABGAP1L
Splice-altering	1	RABGGTA
Splice-altering	1	RAD17
Splice-altering	1	RAD23B
Splice-altering	1	RAD52
Splice-altering	1	RAD9A
Splice-altering	1	RALA
Splice-altering	1	RALBP1
Splice-altering	1	RALGPS2
Splice-altering	1	RALY
Splice-altering	1	RANBP3
Splice-altering	1	RANBP9
Splice-altering	1	RAP1B
Splice-altering	1	RAP1GAP2
Splice-altering	1	RAPGEF1
Splice-altering	1	RAPGEF2
Splice-altering	1	RAPGEF6
Splice-altering	1	RAPH1
Splice-altering	1	RARG
Splice-altering	1	RARRES1
Splice-altering	1	RASA2
Splice-altering	1	RASA3
Splice-altering	1	RASAL1
Splice-altering	1	RASGEF1A
Splice-altering	1	RASGEF1C
Splice-altering	1	RASGRP3
Splice-altering	1	RASSF1
Splice-altering	1	RASSF2
Splice-altering	1	RASSF7
Splice-altering	1	RAVER1
Splice-altering	1	RAVER2
Splice-altering	1	RBBP4P2
Splice-altering	1	RBL1
Splice-altering	1	RBM23
Splice-altering	1	RBM25
Splice-altering	1	RBM26
Splice-altering	1	RBM45
Splice-altering	1	RBM47
Splice-altering	1	RBMS2
Splice-altering	1	RBP5
Splice-altering	1	RBPMS2
Splice-altering	1	RBX1
Splice-altering	1	RC3H1
Splice-altering	1	RCN2
Splice-altering	1	RDX
Splice-altering	1	RECQL
Splice-altering	1	REEP4
Splice-altering	1	REEP6
Splice-altering	1	REG1A
Splice-altering	1	REL
Splice-altering	1	RELCH
Splice-altering	1	RELL1
Splice-altering	1	REPIN1
Splice-altering	1	RER1
Splice-altering	1	REST
Splice-altering	1	RETSAT
Splice-altering	1	REV1
Splice-altering	1	REV3L
Splice-altering	1	REXO4
Splice-altering	1	RFC5
Splice-altering	1	RFTN2
Splice-altering	1	RFX7
Splice-altering	1	RFXANK
Splice-altering	1	RGL1
Splice-altering	1	RGL3
Splice-altering	1	RGN
Splice-altering	1	RGS10
Splice-altering	1	RGS22
Splice-altering	1	RHBDF2
Splice-altering	1	RHBDL1
Splice-altering	1	RHEB
Splice-altering	1	RHOBTB1
Splice-altering	1	RHOBTB2
Splice-altering	1	RHOC
Splice-altering	1	RHPN2
Splice-altering	1	RIC8A
Splice-altering	1	RIDA
Splice-altering	1	RIF1
Splice-altering	1	RIPK2
Splice-altering	1	RMDN1
Splice-altering	1	RMI2
Splice-altering	1	RMND1
Splice-altering	1	RN7SKP23
Splice-altering	1	RNASEK
Splice-altering	1	RNASEK-C17orf49
Splice-altering	1	RNF103-CHMP3
Splice-altering	1	RNF122
Splice-altering	1	RNF13
Splice-altering	1	RNF141
Splice-altering	1	RNF149
Splice-altering	1	RNF157
Splice-altering	1	RNF167
Splice-altering	1	RNF168
Splice-altering	1	RNF17
Splice-altering	1	RNF181
Splice-altering	1	RNF216
Splice-altering	1	RNF24
Splice-altering	1	RNF34
Splice-altering	1	RNF38
Splice-altering	1	RNF4
Splice-altering	1	RNF6
Splice-altering	1	RNFT1
Splice-altering	1	RNH1
Splice-altering	1	RNPEPL1
Splice-altering	1	RO60
Splice-altering	1	ROBO3
Splice-altering	1	ROCK2
Splice-altering	1	RORA
Splice-altering	1	RORC
Splice-altering	1	ROS1
Splice-altering	1	RPA2
Splice-altering	1	RPAIN
Splice-altering	1	RPAP3
Splice-altering	1	RPF1
Splice-altering	1	RPGR
Splice-altering	1	RPGRIP1
Splice-altering	1	RPL11
Splice-altering	1	RPL12
Splice-altering	1	RPL13
Splice-altering	1	RPL17
Splice-altering	1	RPL17-C18orf32
Splice-altering	1	RPL18
Splice-altering	1	RPL22L1
Splice-altering	1	RPL3
Splice-altering	1	RPL30
Splice-altering	1	RPL35
Splice-altering	1	RPL36A-HNRNPH2
Splice-altering	1	RPL7A
Splice-altering	1	RPL8
Splice-altering	1	RPL9
Splice-altering	1	RPLP0
Splice-altering	1	RPLP2
Splice-altering	1	RPN1
Splice-altering	1	RPS12
Splice-altering	1	RPS13
Splice-altering	1	RPS16
Splice-altering	1	RPS2
Splice-altering	1	RPS21
Splice-altering	1	RPS24
Splice-altering	1	RPS26
Splice-altering	1	RPS27L
Splice-altering	1	RPS4X
Splice-altering	1	RPS5
Splice-altering	1	RPS6
Splice-altering	1	RPS6KA2
Splice-altering	1	RPS8
Splice-altering	1	RPSA
Splice-altering	1	RPUSD1
Splice-altering	1	RRAGB
Splice-altering	1	RRAS
Splice-altering	1	RRAS2
Splice-altering	1	RRP9
Splice-altering	1	RSF1
Splice-altering	1	RSRC2
Splice-altering	1	RTCB
Splice-altering	1	RTN3
Splice-altering	1	RTRAF
Splice-altering	1	RUFY1
Splice-altering	1	RUFY2
Splice-altering	1	RUSC2
Splice-altering	1	RWDD2A
Splice-altering	1	RWDD2B
Splice-altering	1	RWDD3
Splice-altering	1	RWDD4
Splice-altering	1	RXRA
Splice-altering	1	RYBP
Splice-altering	1	RYK
Splice-altering	1	S100A13
Splice-altering	1	S100PBP
Splice-altering	1	SACM1L
Splice-altering	1	SAE1
Splice-altering	1	SAGE1
Splice-altering	1	SAMD3
Splice-altering	1	SAMHD1
Splice-altering	1	SAP30BP
Splice-altering	1	SAP30L
Splice-altering	1	SAR1A
Splice-altering	1	SARAF
Splice-altering	1	SARM1
Splice-altering	1	SART1
Splice-altering	1	SART3
Splice-altering	1	SASS6
Splice-altering	1	SAT2
Splice-altering	1	SATB2
Splice-altering	1	SBF2
Splice-altering	1	SC5D
Splice-altering	1	SCAF1
Splice-altering	1	SCAMP1
Splice-altering	1	SCAPER
Splice-altering	1	SCARB1
Splice-altering	1	SCARB2
Splice-altering	1	SCARF2
Splice-altering	1	SCN2A
Splice-altering	1	SCN5A
Splice-altering	1	SCNM1
Splice-altering	1	SCNN1A
Splice-altering	1	SCNN1D
Splice-altering	1	SCO1
Splice-altering	1	SCOC
Splice-altering	1	SCPEP1
Splice-altering	1	SCRN1
Splice-altering	1	SCUBE2
Splice-altering	1	SCUBE3
Splice-altering	1	SDAD1
Splice-altering	1	SDC2
Splice-altering	1	SDC4
Splice-altering	1	SDCBP
Splice-altering	1	SDHAF3
Splice-altering	1	SDHAF4
Splice-altering	1	SDHD
Splice-altering	1	SDR16C5
Splice-altering	1	SEC11A
Splice-altering	1	SEC13
Splice-altering	1	SEC22A
Splice-altering	1	SEC23IP
Splice-altering	1	SEC31A
Splice-altering	1	SEC31B
Splice-altering	1	SEC61A1
Splice-altering	1	SEC61A2
Splice-altering	1	SEC61G
Splice-altering	1	SEC62
Splice-altering	1	SECISBP2
Splice-altering	1	SELENON
Splice-altering	1	SELENOW
Splice-altering	1	SEMA3D
Splice-altering	1	SEMA3F
Splice-altering	1	SEMA4B
Splice-altering	1	SEMA6C
Splice-altering	1	SENP2
Splice-altering	1	SENP3
Splice-altering	1	SEPTIN6
Splice-altering	1	SEPTIN7P11
Splice-altering	1	SEPTIN7P2
Splice-altering	1	SEPTIN8
Splice-altering	1	SERAC1
Splice-altering	1	SERHL
Splice-altering	1	SERP1
Splice-altering	1	SERPINB13
Splice-altering	1	SERPINB6
Splice-altering	1	SERPINB7
Splice-altering	1	SERPINE2
Splice-altering	1	SERPINI1
Splice-altering	1	SERTAD4
Splice-altering	1	SESN1
Splice-altering	1	SETD1A
Splice-altering	1	SETD6
Splice-altering	1	SF1
Splice-altering	1	SF3B2
Splice-altering	1	SF3B6
Splice-altering	1	SFI1
Splice-altering	1	SFMBT1
Splice-altering	1	SFTPB
Splice-altering	1	SGCD
Splice-altering	1	SGK1
Splice-altering	1	SGK2
Splice-altering	1	SGO2
Splice-altering	1	SGSH
Splice-altering	1	SH2B1
Splice-altering	1	SH2B3
Splice-altering	1	SH2D1A
Splice-altering	1	SH2D3A
Splice-altering	1	SH3BP2
Splice-altering	1	SH3BP4
Splice-altering	1	SH3D19
Splice-altering	1	SH3GL3
Splice-altering	1	SH3RF1
Splice-altering	1	SHB
Splice-altering	1	SHBG
Splice-altering	1	SHC4
Splice-altering	1	SHISA4
Splice-altering	1	SHPK
Splice-altering	1	SHPRH
Splice-altering	1	SIAE
Splice-altering	1	SIDT2
Splice-altering	1	SIK2
Splice-altering	1	SIN3B
Splice-altering	1	SIPA1L1
Splice-altering	1	SIRT2
Splice-altering	1	SIRT7
Splice-altering	1	SKAP1
Splice-altering	1	SKAP2
Splice-altering	1	SKI
Splice-altering	1	SKIL
Splice-altering	1	SKP1
Splice-altering	1	SKP2
Splice-altering	1	SLAIN1
Splice-altering	1	SLC12A6
Splice-altering	1	SLC12A7
Splice-altering	1	SLC14A1
Splice-altering	1	SLC15A2
Splice-altering	1	SLC16A3
Splice-altering	1	SLC16A6
Splice-altering	1	SLC17A5
Splice-altering	1	SLC19A1
Splice-altering	1	SLC1A1
Splice-altering	1	SLC1A5
Splice-altering	1	SLC22A3
Splice-altering	1	SLC22A5
Splice-altering	1	SLC23A1
Splice-altering	1	SLC24A3
Splice-altering	1	SLC24A4
Splice-altering	1	SLC25A12
Splice-altering	1	SLC25A18
Splice-altering	1	SLC25A26
Splice-altering	1	SLC25A32
Splice-altering	1	SLC25A36
Splice-altering	1	SLC25A38
Splice-altering	1	SLC25A46
Splice-altering	1	SLC25A6
Splice-altering	1	SLC26A10P
Splice-altering	1	SLC26A3
Splice-altering	1	SLC26A4
Splice-altering	1	SLC26A5
Splice-altering	1	SLC26A9
Splice-altering	1	SLC27A1
Splice-altering	1	SLC27A5
Splice-altering	1	SLC28A2
Splice-altering	1	SLC28A3
Splice-altering	1	SLC29A1
Splice-altering	1	SLC2A1
Splice-altering	1	SLC2A10
Splice-altering	1	SLC2A11
Splice-altering	1	SLC2A2
Splice-altering	1	SLC2A3
Splice-altering	1	SLC2A4RG
Splice-altering	1	SLC2A6
Splice-altering	1	SLC30A5
Splice-altering	1	SLC30A9
Splice-altering	1	SLC31A2
Splice-altering	1	SLC35A5
Splice-altering	1	SLC35B1
Splice-altering	1	SLC35B3
Splice-altering	1	SLC35C2
Splice-altering	1	SLC35D1
Splice-altering	1	SLC35E2B
Splice-altering	1	SLC35F6
Splice-altering	1	SLC39A1
Splice-altering	1	SLC39A10
Splice-altering	1	SLC39A13
Splice-altering	1	SLC3A2
Splice-altering	1	SLC41A2
Splice-altering	1	SLC43A1
Splice-altering	1	SLC44A4
Splice-altering	1	SLC48A1
Splice-altering	1	SLC49A4
Splice-altering	1	SLC4A1
Splice-altering	1	SLC4A11
Splice-altering	1	SLC4A4
Splice-altering	1	SLC4A7
Splice-altering	1	SLC52A2
Splice-altering	1	SLC5A1
Splice-altering	1	SLC66A1
Splice-altering	1	SLC66A3
Splice-altering	1	SLC6A1
Splice-altering	1	SLC6A11
Splice-altering	1	SLC6A13
Splice-altering	1	SLC6A15
Splice-altering	1	SLC6A19
Splice-altering	1	SLC6A2
Splice-altering	1	SLC6A20
Splice-altering	1	SLC7A7
Splice-altering	1	SLC9A1
Splice-altering	1	SLC9B1
Splice-altering	1	SLCO2A1
Splice-altering	1	SLCO6A1
Splice-altering	1	SLIT2
Splice-altering	1	SLIT3
Splice-altering	1	SLK
Splice-altering	1	SMAD1
Splice-altering	1	SMAD3
Splice-altering	1	SMAGP
Splice-altering	1	SMARCD1
Splice-altering	1	SMARCD3
Splice-altering	1	SMC3
Splice-altering	1	SMIM14
Splice-altering	1	SMIM19
Splice-altering	1	SMIM29
Splice-altering	1	SMNDC1
Splice-altering	1	SMOC1
Splice-altering	1	SMOC2
Splice-altering	1	SMPD4BP
Splice-altering	1	SMURF2
Splice-altering	1	SMYD4
Splice-altering	1	SNAP23
Splice-altering	1	SNAP29
Splice-altering	1	SNAPC1
Splice-altering	1	SNAPC4
Splice-altering	1	SNED1
Splice-altering	1	SNF8
Splice-altering	1	SNHG1
Splice-altering	1	SNHG12
Splice-altering	1	SNHG32
Splice-altering	1	SNHG6
Splice-altering	1	SNN
Splice-altering	1	SNRNP40
Splice-altering	1	SNRPA1
Splice-altering	1	SNRPD1
Splice-altering	1	SNRPF
Splice-altering	1	SNTA1
Splice-altering	1	SNTG1
Splice-altering	1	SNUPN
Splice-altering	1	SNX12
Splice-altering	1	SNX2
Splice-altering	1	SNX25
Splice-altering	1	SNX29
Splice-altering	1	SNX3
Splice-altering	1	SNX30
Splice-altering	1	SNX4
Splice-altering	1	SNX5
Splice-altering	1	SNX7
Splice-altering	1	SNX9
Splice-altering	1	SOCS1
Splice-altering	1	SOCS7
Splice-altering	1	SORBS1
Splice-altering	1	SORBS3
Splice-altering	1	SORCS1
Splice-altering	1	SOS1
Splice-altering	1	SOX10
Splice-altering	1	SP2
Splice-altering	1	SPAG7
Splice-altering	1	SPATA13
Splice-altering	1	SPATA17
Splice-altering	1	SPATA5L1
Splice-altering	1	SPATA6L
Splice-altering	1	SPATS2
Splice-altering	1	SPATS2L
Splice-altering	1	SPC25
Splice-altering	1	SPDYA
Splice-altering	1	SPECC1L
Splice-altering	1	SPECC1L-ADORA2A
Splice-altering	1	SPEF2
Splice-altering	1	SPNS1
Splice-altering	1	SPNS3
Splice-altering	1	SPOCK1
Splice-altering	1	SPOCK3
Splice-altering	1	SPON1
Splice-altering	1	SPOP
Splice-altering	1	SPOUT1
Splice-altering	1	SPPL2A
Splice-altering	1	SPRED2
Splice-altering	1	SPRING1
Splice-altering	1	SPTA1
Splice-altering	1	SPTLC2
Splice-altering	1	SQLE
Splice-altering	1	SQOR
Splice-altering	1	SRBD1
Splice-altering	1	SRD5A1
Splice-altering	1	SREK1IP1
Splice-altering	1	SRGAP2C
Splice-altering	1	SRM
Splice-altering	1	SRP19
Splice-altering	1	SRP72
Splice-altering	1	SRPK2
Splice-altering	1	SRPK3
Splice-altering	1	SRRM2
Splice-altering	1	SRRM5
Splice-altering	1	SRSF2
Splice-altering	1	SRSF5
Splice-altering	1	SRSF7
Splice-altering	1	SRSF9
Splice-altering	1	SS18
Splice-altering	1	SSBP1
Splice-altering	1	SSBP3
Splice-altering	1	SSBP4
Splice-altering	1	SSH2
Splice-altering	1	SSH3
Splice-altering	1	SSR2
Splice-altering	1	ST13
Splice-altering	1	ST18
Splice-altering	1	ST3GAL4
Splice-altering	1	ST3GAL6
Splice-altering	1	ST6GAL1
Splice-altering	1	ST6GALNAC4
Splice-altering	1	ST7
Splice-altering	1	STAM2
Splice-altering	1	STAMBP
Splice-altering	1	STARD3NL
Splice-altering	1	STAT4
Splice-altering	1	STAU2
Splice-altering	1	STC1
Splice-altering	1	STEAP1
Splice-altering	1	STEAP4
Splice-altering	1	STK11IP
Splice-altering	1	STK16
Splice-altering	1	STK17A
Splice-altering	1	STK24
Splice-altering	1	STK33
Splice-altering	1	STK38L
Splice-altering	1	STK4
Splice-altering	1	STK40
Splice-altering	1	STMP1
Splice-altering	1	STOML3
Splice-altering	1	STRA6
Splice-altering	1	STRADA
Splice-altering	1	STRIP2
Splice-altering	1	STRN
Splice-altering	1	STRN3
Splice-altering	1	STUB1
Splice-altering	1	STX16-NPEPL1
Splice-altering	1	STX17
Splice-altering	1	STX2
Splice-altering	1	STX3
Splice-altering	1	STX5
Splice-altering	1	STX7
Splice-altering	1	STXBP1
Splice-altering	1	SUCLG1
Splice-altering	1	SUCO
Splice-altering	1	SUGCT
Splice-altering	1	SUGP1
Splice-altering	1	SUGP2
Splice-altering	1	SULF1
Splice-altering	1	SULT2B1
Splice-altering	1	SUN2
Splice-altering	1	SUPT20H
Splice-altering	1	SUPT3H
Splice-altering	1	SUPT7L
Splice-altering	1	SUPV3L1
Splice-altering	1	SURF1
Splice-altering	1	SUSD4
Splice-altering	1	SUV39H2
Splice-altering	1	SUZ12P1
Splice-altering	1	SVEP1
Splice-altering	1	SYAP1
Splice-altering	1	SYNDIG1
Splice-altering	1	SYNGAP1
Splice-altering	1	SYNJ1
Splice-altering	1	SYNJ2BP
Splice-altering	1	SYNJ2BP-COX16
Splice-altering	1	SYNRG
Splice-altering	1	SYT17
Splice-altering	1	SYT5
Splice-altering	1	SYTL1
Splice-altering	1	SYTL3
Splice-altering	1	TAB2
Splice-altering	1	TACC3
Splice-altering	1	TADA2A
Splice-altering	1	TADA3
Splice-altering	1	TAF1
Splice-altering	1	TAF11
Splice-altering	1	TAF15
Splice-altering	1	TAF1A
Splice-altering	1	TAF1C
Splice-altering	1	TAF2
Splice-altering	1	TAF4
Splice-altering	1	TAF4B
Splice-altering	1	TAF5L
Splice-altering	1	TAFA5
Splice-altering	1	TAFAZZIN
Splice-altering	1	TAGLN2
Splice-altering	1	TALDO1
Splice-altering	1	TAPBPL
Splice-altering	1	TAPT1
Splice-altering	1	TARBP2
Splice-altering	1	TASP1
Splice-altering	1	TAT
Splice-altering	1	TATDN1
Splice-altering	1	TBC1D13
Splice-altering	1	TBC1D22A
Splice-altering	1	TBC1D22B
Splice-altering	1	TBC1D23
Splice-altering	1	TBC1D32
Splice-altering	1	TBC1D7
Splice-altering	1	TBC1D8B
Splice-altering	1	TBCB
Splice-altering	1	TBCCD1
Splice-altering	1	TBCE
Splice-altering	1	TBPL2
Splice-altering	1	TBX18
Splice-altering	1	TCEA1
Splice-altering	1	TCEA3
Splice-altering	1	TCF3
Splice-altering	1	TCHP
Splice-altering	1	TCP1
Splice-altering	1	TCP11L1
Splice-altering	1	TCTN3
Splice-altering	1	TDRD5
Splice-altering	1	TDRD7
Splice-altering	1	TEAD3
Splice-altering	1	TEC
Splice-altering	1	TEDC1
Splice-altering	1	TENM1
Splice-altering	1	TENM3
Splice-altering	1	TENT4A
Splice-altering	1	TERF2
Splice-altering	1	TESC
Splice-altering	1	TET2
Splice-altering	1	TEX30
Splice-altering	1	TF
Splice-altering	1	TFAM
Splice-altering	1	TFAP2C
Splice-altering	1	TFB2M
Splice-altering	1	TFCP2
Splice-altering	1	TFCP2L1
Splice-altering	1	TFE3
Splice-altering	1	TFEB
Splice-altering	1	TFPI
Splice-altering	1	TGIF1
Splice-altering	1	TH
Splice-altering	1	THAP9
Splice-altering	1	THG1L
Splice-altering	1	THOC2
Splice-altering	1	THOC7
Splice-altering	1	THRAP3
Splice-altering	1	THRB
Splice-altering	1	TIA1
Splice-altering	1	TIAM1
Splice-altering	1	TIGAR
Splice-altering	1	TIMM10B
Splice-altering	1	TIMM17B
Splice-altering	1	TIMM22
Splice-altering	1	TIMM44
Splice-altering	1	TIMM50
Splice-altering	1	TINF2
Splice-altering	1	TIPIN
Splice-altering	1	TJAP1
Splice-altering	1	TK1
Splice-altering	1	TKTL1
Splice-altering	1	TLCD4-RWDD3
Splice-altering	1	TLE5
Splice-altering	1	TLN2
Splice-altering	1	TM4SF1
Splice-altering	1	TM7SF2
Splice-altering	1	TMBIM4
Splice-altering	1	TMCO1
Splice-altering	1	TMED9
Splice-altering	1	TMEFF1
Splice-altering	1	TMEM107
Splice-altering	1	TMEM108
Splice-altering	1	TMEM109
Splice-altering	1	TMEM128
Splice-altering	1	TMEM132A
Splice-altering	1	TMEM138
Splice-altering	1	TMEM14A
Splice-altering	1	TMEM14C
Splice-altering	1	TMEM151B
Splice-altering	1	TMEM161B
Splice-altering	1	TMEM165
Splice-altering	1	TMEM168
Splice-altering	1	TMEM175
Splice-altering	1	TMEM176A
Splice-altering	1	TMEM181
Splice-altering	1	TMEM19
Splice-altering	1	TMEM192
Splice-altering	1	TMEM198
Splice-altering	1	TMEM216
Splice-altering	1	TMEM222
Splice-altering	1	TMEM230
Splice-altering	1	TMEM231
Splice-altering	1	TMEM237
Splice-altering	1	TMEM241
Splice-altering	1	TMEM245
Splice-altering	1	TMEM255A
Splice-altering	1	TMEM256-PLSCR3
Splice-altering	1	TMEM266
Splice-altering	1	TMEM30A
Splice-altering	1	TMEM33
Splice-altering	1	TMEM38B
Splice-altering	1	TMEM45A
Splice-altering	1	TMEM45B
Splice-altering	1	TMEM51
Splice-altering	1	TMEM52
Splice-altering	1	TMEM8B
Splice-altering	1	TMEM98
Splice-altering	1	TMF1
Splice-altering	1	TMPO
Splice-altering	1	TMPRSS2
Splice-altering	1	TMPRSS3
Splice-altering	1	TMTC3
Splice-altering	1	TMX2
Splice-altering	1	TMX3
Splice-altering	1	TNF
Splice-altering	1	TNFAIP2
Splice-altering	1	TNFRSF19
